run,num_drones,target_found,iterations,target_pos,drone_0_start_pos,drone_0_found_in_iteration,drone_1_start_pos,drone_1_found_in_iteration,drone_2_start_pos,drone_2_found_in_iteration,drone_3_start_pos,drone_3_found_in_iteration,drone_4_start_pos,drone_4_found_in_iteration,drone_5_start_pos,drone_5_found_in_iteration,drone_6_start_pos,drone_6_found_in_iteration,drone_7_start_pos,drone_7_found_in_iteration,drone_8_start_pos,drone_8_found_in_iteration,drone_9_start_pos,drone_9_found_in_iteration,drone_10_start_pos,drone_10_found_in_iteration,drone_11_start_pos,drone_11_found_in_iteration,drone_12_start_pos,drone_12_found_in_iteration,drone_13_start_pos,drone_13_found_in_iteration,drone_14_start_pos,drone_14_found_in_iteration,drone_15_start_pos,drone_15_found_in_iteration,drone_16_start_pos,drone_16_found_in_iteration,drone_17_start_pos,drone_17_found_in_iteration,drone_18_start_pos,drone_18_found_in_iteration,drone_19_start_pos,drone_19_found_in_iteration,drone_20_start_pos,drone_20_found_in_iteration,drone_21_start_pos,drone_21_found_in_iteration,drone_22_start_pos,drone_22_found_in_iteration,drone_23_start_pos,drone_23_found_in_iteration,drone_24_start_pos,drone_24_found_in_iteration,drone_25_start_pos,drone_25_found_in_iteration,drone_26_start_pos,drone_26_found_in_iteration,drone_27_start_pos,drone_27_found_in_iteration,drone_28_start_pos,drone_28_found_in_iteration,drone_29_start_pos,drone_29_found_in_iteration
11,30,True,6,"[-1.161212444740504, 0.815674730132522, 1.0]","[-4, -4, 1.0]",41,"[-4, 4, 1.0]",19,"[4, -4, 1.0]",32,"[4, 4, 1.0]",135,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",18,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",264,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",28,"[-3, 0, 1.0]",6,"[3, 0, 1.0]",169,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",51,"[-4, 4, 1.0]",69,"[4, -4, 1.0]",45,"[4, 4, 1.0]",365,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",78,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",223
12,30,True,1,"[-0.13417031389409306, -1.1603203929440706, 1.0]","[-4, -4, 1.0]",119,"[-4, 4, 1.0]",21,"[4, -4, 1.0]",22,"[4, 4, 1.0]",323,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",2,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",398,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",1,"[-3, 0, 1.0]",135,"[3, 0, 1.0]",120,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",57,"[-4, 4, 1.0]",162,"[4, -4, 1.0]",63,"[4, 4, 1.0]",367,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",4,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",155
13,30,True,3,"[4.622718820533837, 3.8096241573325997, 1.0]","[-4, -4, 1.0]",338,"[-4, 4, 1.0]",199,"[4, -4, 1.0]",169,"[4, 4, 1.0]",6,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",214,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",357,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",286,"[-3, 0, 1.0]",603,"[3, 0, 1.0]",265,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",230,"[-4, 4, 1.0]",336,"[4, -4, 1.0]",165,"[4, 4, 1.0]",3,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",325,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",325
14,30,True,18,"[-0.47158831250438826, 4.100072755567174, 1.0]","[-4, -4, 1.0]",184,"[-4, 4, 1.0]",22,"[4, -4, 1.0]",209,"[4, 4, 1.0]",98,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",235,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",21,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",138,"[-3, 0, 1.0]",41,"[3, 0, 1.0]",73,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",213,"[-4, 4, 1.0]",18,"[4, -4, 1.0]",136,"[4, 4, 1.0]",26,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",124,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",58
15,30,True,2,"[4.247889085596604, 3.248523139218559, 1.0]","[-4, -4, 1.0]",297,"[-4, 4, 1.0]",345,"[4, -4, 1.0]",245,"[4, 4, 1.0]",19,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",165,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",114,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",351,"[-3, 0, 1.0]",229,"[3, 0, 1.0]",368,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",213,"[-4, 4, 1.0]",351,"[4, -4, 1.0]",121,"[4, 4, 1.0]",2,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",338,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",99
16,30,True,1,"[-2.5713718360524362, -4.884253205533002, 1.0]","[-4, -4, 1.0]",5,"[-4, 4, 1.0]",144,"[4, -4, 1.0]",78,"[4, 4, 1.0]",164,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",91,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",241,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",239,"[-3, 0, 1.0]",250,"[3, 0, 1.0]",537,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",1,"[-4, 4, 1.0]",72,"[4, -4, 1.0]",121,"[4, 4, 1.0]",460,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",150,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",266
17,30,True,2,"[2.9167428280801584, 1.9923658621447, 1.0]","[-4, -4, 1.0]",257,"[-4, 4, 1.0]",53,"[4, -4, 1.0]",69,"[4, 4, 1.0]",43,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",127,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",51,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",109,"[-3, 0, 1.0]",111,"[3, 0, 1.0]",6,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",276,"[-4, 4, 1.0]",226,"[4, -4, 1.0]",119,"[4, 4, 1.0]",15,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",107,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",2
18,30,True,17,"[-0.6869873799187989, -4.008651389257347, 1.0]","[-4, -4, 1.0]",47,"[-4, 4, 1.0]",48,"[4, -4, 1.0]",95,"[4, 4, 1.0]",209,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",17,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",213,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",44,"[-3, 0, 1.0]",162,"[3, 0, 1.0]",91,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",104,"[-4, 4, 1.0]",90,"[4, -4, 1.0]",39,"[4, 4, 1.0]",263,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",196,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",209
19,30,True,5,"[-1.1590219851089847, 2.7709304563134074, 1.0]","[-4, -4, 1.0]",135,"[-4, 4, 1.0]",49,"[4, -4, 1.0]",198,"[4, 4, 1.0]",126,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",104,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",46,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",82,"[-3, 0, 1.0]",32,"[3, 0, 1.0]",38,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",67,"[-4, 4, 1.0]",5,"[4, -4, 1.0]",193,"[4, 4, 1.0]",86,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",62,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",50
20,30,True,1,"[3.826931585025779, -3.3221485185084623, 1.0]","[-4, -4, 1.0]",73,"[-4, 4, 1.0]",110,"[4, -4, 1.0]",1,"[4, 4, 1.0]",126,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",63,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",87,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",63,"[-3, 0, 1.0]",91,"[3, 0, 1.0]",105,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",119,"[-4, 4, 1.0]",118,"[4, -4, 1.0]",1,"[4, 4, 1.0]",79,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",103,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",85
21,30,True,24,"[-2.983917879430998, -2.894623886425818, 1.0]","[-4, -4, 1.0]",25,"[-4, 4, 1.0]",153,"[4, -4, 1.0]",101,"[4, 4, 1.0]",149,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",41,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",404,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",24,"[-3, 0, 1.0]",250,"[3, 0, 1.0]",101,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",45,"[-4, 4, 1.0]",84,"[4, -4, 1.0]",39,"[4, 4, 1.0]",351,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",152,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",205
22,30,True,1,"[-3.2585042632649506, -1.519243531610556, 1.0]","[-4, -4, 1.0]",16,"[-4, 4, 1.0]",119,"[4, -4, 1.0]",189,"[4, 4, 1.0]",171,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",1,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",133,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",45,"[-3, 0, 1.0]",1,"[3, 0, 1.0]",170,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",30,"[-4, 4, 1.0]",25,"[4, -4, 1.0]",262,"[4, 4, 1.0]",160,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",7,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",264
23,30,True,2,"[-1.140783323196545, 0.054154353483379936, 1.0]","[-4, -4, 1.0]",35,"[-4, 4, 1.0]",16,"[4, -4, 1.0]",23,"[4, 4, 1.0]",78,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",12,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",116,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",24,"[-3, 0, 1.0]",2,"[3, 0, 1.0]",176,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",88,"[-4, 4, 1.0]",10,"[4, -4, 1.0]",277,"[4, 4, 1.0]",68,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",6,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",188
24,30,True,1,"[1.8320512636959494, 1.6527898699077355, 1.0]","[-4, -4, 1.0]",93,"[-4, 4, 1.0]",58,"[4, -4, 1.0]",53,"[4, 4, 1.0]",68,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",197,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",1,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",238,"[-3, 0, 1.0]",105,"[3, 0, 1.0]",6,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",191,"[-4, 4, 1.0]",81,"[4, -4, 1.0]",24,"[4, 4, 1.0]",63,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",206,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",1
25,30,True,78,"[1.7318181294058697, -1.0633054560965896, 1.0]","[-4, -4, 1.0]",790,"[-4, 4, 1.0]",4091,"[4, -4, 1.0]",2128,"[4, 4, 1.0]",413,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",2972,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",1971,"[0, 2, 1.0]",-1,"[0, -2, 1.0]",4441,"[-3, 0, 1.0]",3816,"[3, 0, 1.0]",1275,"[-1, 0, 1.0]",-1,"[1, 0, 1.0]",-1,"[0, 1, 1.0]",-1,"[0, -1, 1.0]",-1,"[-1, -1, 1.0]",-1,"[-1, 1, 1.0]",-1,"[1, -1, 1.0]",-1,"[1, 1, 1.0]",-1,"[-4, -4, 1.0]",3283,"[-4, 4, 1.0]",-1,"[4, -4, 1.0]",392,"[4, 4, 1.0]",1921,"[0, 0, 1.0]",-1,"[-2, -2, 1.0]",93,"[-2, 2, 1.0]",-1,"[2, -2, 1.0]",-1,"[2, 2, 1.0]",78
